@relation trafico

@attribute dia {Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo}
@attribute mes {Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre}
@attribute hora numeric
@attribute tipo {Laboral,Festivo,Víspera}
@attribute cantidad numeric
@attribute lluvia {si, no}

@data
Martes,Julio,13,Laboral,5959,no
Miércoles,Julio,13,Laboral,7660,si
Jueves,Julio,13,Laboral,6888,si
Viernes,Julio,13,Laboral,7541,si
Sábado,Julio,13,Víspera,7456,no
Domingo,Julio,13,Festivo,7380,no
Lunes,Julio,14,Laboral,7284,si
Martes,Julio,14,Laboral,5988,no
Miércoles,Julio,14,Laboral,8885,si
Jueves,Julio,14,Laboral,8275,si
Viernes,Julio,14,Laboral,8723,si
Sábado,Julio,14,Víspera,8854,no
Domingo,Julio,14,Festivo,9525,no
Lunes,Julio,15,Laboral,6453,si
Martes,Julio,15,Laboral,4915,no
Miércoles,Julio,15,Laboral,9457,si
Jueves,Julio,15,Laboral,9205,si
Viernes,Julio,15,Laboral,9093,si
Sábado,Julio,15,Víspera,8948,no
Domingo,Julio,15,Festivo,9739,no
Lunes,Julio,16,Laboral,5069,si
Martes,Julio,16,Laboral,3825,no
Miércoles,Julio,16,Laboral,8926,si
Jueves,Julio,16,Laboral,8841,si
Viernes,Julio,16,Laboral,8418,si
Sábado,Julio,16,Víspera,8438,no
Domingo,Julio,16,Festivo,8747,no
Lunes,Julio,17,Laboral,5210,si
Martes,Julio,17,Laboral,4557,no
Miércoles,Julio,17,Laboral,8644,si
Jueves,Julio,17,Laboral,8594,si
Viernes,Julio,17,Laboral,7911,si
Sábado,Julio,17,Víspera,8263,no
Domingo,Julio,17,Festivo,8194,no
Lunes,Julio,18,Laboral,5875,si
Martes,Julio,18,Laboral,5375,no
Miércoles,Julio,18,Laboral,7404,si
Jueves,Julio,18,Laboral,8364,si
Viernes,Julio,18,Laboral,8087,si
Sábado,Julio,18,Víspera,8009,no
Domingo,Julio,18,Festivo,8114,no
Lunes,Julio,19,Laboral,6129,si
Martes,Julio,19,Laboral,6100,no
Miércoles,Julio,19,Laboral,6795,si
Jueves,Julio,19,Laboral,8303,si
Viernes,Julio,19,Laboral,7677,si
Sábado,Julio,19,Víspera,7723,no
Domingo,Julio,19,Festivo,8127,no
Lunes,Julio,20,Laboral,6254,si
Martes,Julio,20,Laboral,6136,no
Miércoles,Julio,20,Laboral,6294,si
Jueves,Julio,20,Laboral,7117,si
Viernes,Julio,20,Laboral,6270,si
Sábado,Julio,20,Víspera,7099,no
Domingo,Julio,20,Festivo,7140,no
Lunes,Julio,21,Laboral,6575,si
Martes,Julio,21,Laboral,5809,no
Miércoles,Julio,21,Laboral,4797,si
Jueves,Julio,21,Laboral,6878,si
Viernes,Julio,21,Laboral,6198,si
Sábado,Julio,21,Víspera,6889,no
Domingo,Julio,21,Festivo,7245,no
Lunes,Julio,22,Laboral,6226,si
Martes,Julio,22,Laboral,4992,no
Miércoles,Julio,22,Laboral,4695,si
Jueves,Julio,22,Laboral,5176,si
Viernes,Julio,22,Laboral,5481,si
Sábado,Julio,22,Víspera,5590,no
Domingo,Julio,22,Festivo,6185,no
Lunes,Julio,23,Laboral,4308,si
Martes,Julio,23,Laboral,3206,no
Miércoles,Julio,23,Laboral,3100,si
Jueves,Julio,23,Laboral,3646,si
Viernes,Julio,23,Laboral,3713,si
Sábado,Julio,23,Víspera,3825,no
Domingo,Julio,23,Festivo,4195,no
Lunes,Julio,24,Laboral,2725,si
Martes,Julio,24,Laboral,1796,no
Miércoles,Julio,24,Laboral,1400,si
Jueves,Julio,24,Laboral,1753,si
Viernes,Julio,24,Laboral,2043,si
Sábado,Julio,24,Víspera,2055,no
Domingo,Julio,24,Festivo,2524,no
Lunes,Julio,1,Laboral,2078,si
Martes,Julio,1,Laboral,2222,no
Miércoles,Julio,1,Laboral,850,no
Jueves,Julio,1,Laboral,920,no
Viernes,Julio,1,Laboral,1166,no
Sábado,Julio,1,Víspera,1009,no
Domingo,Julio,1,Festivo,1316,no
Lunes,Julio,2,Laboral,1529,si
Martes,Julio,2,Laboral,1212,no
Miércoles,Julio,2,Laboral,478,no
Jueves,Julio,2,Laboral,484,no
Viernes,Julio,2,Laboral,687,no
Sábado,Julio,2,Víspera,565,no
Domingo,Julio,2,Festivo,681,no
Lunes,Julio,3,Laboral,907,si
Martes,Julio,3,Laboral,846,no
Miércoles,Julio,3,Laboral,290,no
Jueves,Julio,3,Laboral,311,no
Viernes,Julio,3,Laboral,332,no
Sábado,Julio,3,Víspera,307,no
Domingo,Julio,3,Festivo,399,no
Lunes,Julio,4,Laboral,581,si
Martes,Julio,4,Laboral,668,no
Miércoles,Julio,4,Laboral,212,no
Jueves,Julio,4,Laboral,283,no
Viernes,Julio,4,Laboral,252,no
Sábado,Julio,4,Víspera,224,no
Domingo,Julio,4,Festivo,320,no
Lunes,Julio,5,Laboral,527,si
Martes,Julio,5,Laboral,551,no
Miércoles,Julio,5,Laboral,364,no
Jueves,Julio,5,Laboral,402,no
Viernes,Julio,5,Laboral,377,no
Sábado,Julio,5,Víspera,326,no
Domingo,Julio,5,Festivo,439,no
Lunes,Julio,6,Laboral,960,si
Martes,Julio,6,Laboral,901,no
Miércoles,Julio,6,Laboral,1399,no
Jueves,Julio,6,Laboral,1468,no
Viernes,Julio,6,Laboral,1365,no
Sábado,Julio,6,Víspera,1234,no
Domingo,Julio,6,Festivo,1307,no
Lunes,Julio,7,Laboral,1285,si
Martes,Julio,7,Laboral,1112,no
Miércoles,Julio,7,Laboral,4444,no
Jueves,Julio,7,Laboral,4255,no
Viernes,Julio,7,Laboral,4292,no
Sábado,Julio,7,Víspera,4061,no
Domingo,Julio,7,Festivo,4121,no
Lunes,Julio,8,Laboral,2260,si
Martes,Julio,8,Laboral,1229,no
Miércoles,Julio,8,Laboral,7840,no
Jueves,Julio,8,Laboral,8080,no
Viernes,Julio,8,Laboral,8142,no
Sábado,Julio,8,Víspera,7532,no
Domingo,Julio,8,Festivo,7643,no
Lunes,Julio,9,Laboral,3309,si
Martes,Julio,9,Laboral,1573,no
Miércoles,Julio,9,Laboral,6411,no
Jueves,Julio,9,Laboral,7839,no
Viernes,Julio,9,Laboral,7766,no
Sábado,Julio,9,Víspera,6224,no
Domingo,Julio,9,Festivo,6907,no
Lunes,Julio,10,Laboral,4552,si
Martes,Julio,10,Laboral,2282,no
Miércoles,Julio,10,Laboral,6236,no
Jueves,Julio,10,Laboral,7475,no
Viernes,Julio,10,Laboral,7331,no
Sábado,Julio,10,Víspera,6082,no
Domingo,Julio,10,Festivo,6798,no
Lunes,Julio,11,Laboral,5357,si
Martes,Julio,11,Laboral,3531,no
Miércoles,Julio,11,Laboral,6432,no
Jueves,Julio,11,Laboral,7236,no
Viernes,Julio,11,Laboral,6985,no
Sábado,Julio,11,Víspera,6579,no
Domingo,Julio,11,Festivo,6748,no
Lunes,Julio,12,Laboral,6398,si
Martes,Julio,12,Laboral,5084,no
Miércoles,Julio,12,Laboral,7043,no
Jueves,Julio,12,Laboral,7400,no
Viernes,Julio,12,Laboral,7312,no
Sábado,Julio,12,Víspera,7227,no
Domingo,Julio,12,Festivo,7286,no
Lunes,Julio,13,Laboral,6584,si
Martes,Julio,13,Laboral,5737,no
Miércoles,Julio,13,Laboral,7495,no
Jueves,Julio,13,Laboral,7580,no
Viernes,Julio,13,Laboral,7625,no
Sábado,Julio,13,Víspera,7482,no
Domingo,Julio,13,Festivo,7795,no
Lunes,Julio,14,Laboral,6979,si
Martes,Julio,14,Laboral,5824,no
Miércoles,Julio,14,Laboral,8700,no
Jueves,Julio,14,Laboral,8773,no
Viernes,Julio,14,Laboral,8537,no
Sábado,Julio,14,Víspera,8422,no
Domingo,Julio,14,Festivo,7907,no
Lunes,Julio,15,Laboral,6296,si
Martes,Julio,15,Laboral,5042,no
Miércoles,Julio,15,Laboral,9230,no
Jueves,Julio,15,Laboral,8876,no
Viernes,Julio,15,Laboral,8706,no
Sábado,Julio,15,Víspera,8663,no
Domingo,Julio,15,Festivo,8478,no
Lunes,Julio,16,Laboral,5081,si
Martes,Julio,16,Laboral,4029,no
Miércoles,Julio,16,Laboral,8578,no
Jueves,Julio,16,Laboral,8417,no
Viernes,Julio,16,Laboral,8560,no
Sábado,Julio,16,Víspera,8210,no
Domingo,Julio,16,Festivo,8217,no
Lunes,Julio,17,Laboral,5184,si
Martes,Julio,17,Laboral,4559,no
Miércoles,Julio,17,Laboral,8288,no
Jueves,Julio,17,Laboral,8358,no
Viernes,Julio,17,Laboral,8115,no
Sábado,Julio,17,Víspera,7981,no
Domingo,Julio,17,Festivo,7534,no
Lunes,Julio,18,Laboral,5807,si
Martes,Julio,18,Laboral,5412,no
Miércoles,Julio,18,Laboral,8288,no
Jueves,Julio,18,Laboral,8146,no
Viernes,Julio,18,Laboral,7786,no
Sábado,Julio,18,Víspera,7493,no
Domingo,Julio,18,Festivo,7589,no
Lunes,Julio,19,Laboral,5794,si
Martes,Julio,19,Laboral,5954,no
Miércoles,Julio,19,Laboral,7224,no
Jueves,Julio,19,Laboral,7618,no
Viernes,Julio,19,Laboral,8338,no
Sábado,Julio,19,Víspera,6857,no
Domingo,Julio,19,Festivo,6665,no
Lunes,Julio,20,Laboral,5499,si
Martes,Julio,20,Laboral,6128,no
Miércoles,Julio,20,Laboral,5855,no
Jueves,Julio,20,Laboral,6675,no
Viernes,Julio,20,Laboral,7553,no
Sábado,Julio,20,Víspera,4943,no
Domingo,Julio,20,Festivo,4909,no
Lunes,Julio,21,Laboral,5992,si
Martes,Julio,21,Laboral,5980,no
Miércoles,Julio,21,Laboral,6324,no
Jueves,Julio,21,Laboral,6820,no
Viernes,Julio,21,Laboral,6865,no
Sábado,Julio,21,Víspera,4553,no
Domingo,Julio,21,Festivo,4830,no
Lunes,Julio,22,Laboral,6165,si
Martes,Julio,22,Laboral,4745,no
Miércoles,Julio,22,Laboral,5078,no
Jueves,Julio,22,Laboral,5440,no
Viernes,Julio,22,Laboral,5294,no
Sábado,Julio,22,Víspera,5543,no
Domingo,Julio,22,Festivo,6326,no
Lunes,Julio,23,Laboral,4165,si
Martes,Julio,23,Laboral,2974,no
Miércoles,Julio,23,Laboral,3339,no
Jueves,Julio,23,Laboral,3614,no
Viernes,Julio,23,Laboral,3427,no
Sábado,Julio,23,Víspera,3706,no
Domingo,Julio,23,Festivo,4314,no
Lunes,Julio,24,Laboral,2808,si
Martes,Julio,24,Laboral,1747,no
Miércoles,Julio,24,Laboral,1650,no
Jueves,Julio,24,Laboral,1907,no
Viernes,Julio,24,Laboral,1981,no
Sábado,Julio,24,Víspera,2216,no
Domingo,Julio,24,Festivo,2943,no
Lunes,Julio,1,Laboral,2032,no
Martes,Julio,1,Laboral,2263,no
Miércoles,Julio,1,Laboral,964,no
Jueves,Julio,1,Laboral,864,no
Viernes,Julio,1,Laboral,827,no
Sábado,Julio,1,Víspera,1081,no
Domingo,Julio,1,Festivo,1201,no
Lunes,Julio,2,Laboral,1251,no
Martes,Julio,2,Laboral,1362,no
Miércoles,Julio,2,Laboral,459,no
Jueves,Julio,2,Laboral,402,no
Viernes,Julio,2,Laboral,448,no
Sábado,Julio,2,Víspera,497,no
Domingo,Julio,2,Festivo,655,no
Lunes,Julio,3,Laboral,747,no
Martes,Julio,3,Laboral,876,no
Miércoles,Julio,3,Laboral,245,no
Jueves,Julio,3,Laboral,266,no
Viernes,Julio,3,Laboral,223,no
Sábado,Julio,3,Víspera,306,no
Domingo,Julio,3,Festivo,400,no
Lunes,Julio,4,Laboral,571,no
Martes,Julio,4,Laboral,676,no
Miércoles,Julio,4,Laboral,233,no
Jueves,Julio,4,Laboral,249,no
Viernes,Julio,4,Laboral,221,no
Sábado,Julio,4,Víspera,224,no
Domingo,Julio,4,Festivo,308,no
Lunes,Julio,5,Laboral,489,no
Martes,Julio,5,Laboral,588,no
Miércoles,Julio,5,Laboral,338,no
Jueves,Julio,5,Laboral,358,no
Viernes,Julio,5,Laboral,361,no
Sábado,Julio,5,Víspera,373,no
Domingo,Julio,5,Festivo,398,no
Lunes,Julio,6,Laboral,933,no
Martes,Julio,6,Laboral,870,no
Miércoles,Julio,6,Laboral,1341,no
Jueves,Julio,6,Laboral,1402,no
Viernes,Julio,6,Laboral,1206,no
Sábado,Julio,6,Víspera,1319,no
Domingo,Julio,6,Festivo,1298,no
Lunes,Julio,7,Laboral,1439,no
Martes,Julio,7,Laboral,1026,no
Miércoles,Julio,7,Laboral,4314,no
Jueves,Julio,7,Laboral,4138,no
Viernes,Julio,7,Laboral,4029,no
Sábado,Julio,7,Víspera,3157,no
Domingo,Julio,7,Festivo,4148,no
Lunes,Julio,8,Laboral,1666,no
Martes,Julio,8,Laboral,1250,no
Miércoles,Julio,8,Laboral,8135,no
Jueves,Julio,8,Laboral,7879,no
Viernes,Julio,8,Laboral,7438,no
Sábado,Julio,8,Víspera,6943,no
Domingo,Julio,8,Festivo,7515,no
Lunes,Julio,9,Laboral,1972,no
Martes,Julio,9,Laboral,1531,no
Miércoles,Julio,9,Laboral,7625,no
Jueves,Julio,9,Laboral,7633,no
Viernes,Julio,9,Laboral,5116,no
Sábado,Julio,9,Víspera,5803,no
Domingo,Julio,9,Festivo,5947,no
Lunes,Julio,10,Laboral,2400,no
Martes,Julio,10,Laboral,2049,no
Miércoles,Julio,10,Laboral,7409,no
Jueves,Julio,10,Laboral,7283,no
Viernes,Julio,10,Laboral,5896,no
Sábado,Julio,10,Víspera,5558,no
Domingo,Julio,10,Festivo,5666,no
Lunes,Julio,11,Laboral,3615,no
Martes,Julio,11,Laboral,3541,no
Miércoles,Julio,11,Laboral,6526,no
Jueves,Julio,11,Laboral,7285,no
Viernes,Julio,11,Laboral,6607,no
Sábado,Julio,11,Víspera,5731,no
Domingo,Julio,11,Festivo,6142,no
Lunes,Julio,12,Laboral,6190,no
Martes,Julio,12,Laboral,4254,no
Miércoles,Julio,12,Laboral,5910,no
Jueves,Julio,12,Laboral,7450,no
Viernes,Julio,12,Laboral,7238,no
Sábado,Julio,12,Víspera,1164,no
Domingo,Julio,12,Festivo,6797,no
Lunes,Julio,13,Laboral,6275,no
Martes,Julio,13,Laboral,5016,no
Miércoles,Julio,13,Laboral,4515,no
Jueves,Julio,13,Laboral,7339,no
Viernes,Julio,13,Laboral,7397,no
Sábado,Julio,13,Víspera,1543,no
Domingo,Julio,13,Festivo,7371,no
Lunes,Julio,14,Laboral,6944,no
Martes,Julio,14,Laboral,5954,no
Miércoles,Julio,14,Laboral,4666,no
Jueves,Julio,14,Laboral,8295,no
Viernes,Julio,14,Laboral,8046,no
Sábado,Julio,14,Víspera,8075,no
Domingo,Julio,14,Festivo,8852,no
Lunes,Julio,15,Laboral,5931,no
Martes,Julio,15,Laboral,4979,no
Miércoles,Julio,15,Laboral,7503,no
Jueves,Julio,15,Laboral,8304,no
Viernes,Julio,15,Laboral,9101,no
Sábado,Julio,15,Víspera,8701,no
Domingo,Julio,15,Festivo,9139,no
Lunes,Julio,16,Laboral,4997,no
Martes,Julio,16,Laboral,4067,no
Miércoles,Julio,16,Laboral,8260,no
Jueves,Julio,16,Laboral,8514,no
Viernes,Julio,16,Laboral,8580,no
Sábado,Julio,16,Víspera,8295,no
Domingo,Julio,16,Festivo,8022,no
Lunes,Julio,17,Laboral,5050,no
Martes,Julio,17,Laboral,4220,no
Miércoles,Julio,17,Laboral,7804,no
Jueves,Julio,17,Laboral,7819,no
Viernes,Julio,17,Laboral,8125,no
Sábado,Julio,17,Víspera,7875,no
Domingo,Julio,17,Festivo,7409,no
Lunes,Julio,18,Laboral,5287,no
Martes,Julio,18,Laboral,5402,no
Miércoles,Julio,18,Laboral,8004,no
Jueves,Julio,18,Laboral,8040,no
Viernes,Julio,18,Laboral,8122,no
Sábado,Julio,18,Víspera,7498,no
Domingo,Julio,18,Festivo,7366,no
Lunes,Julio,19,Laboral,4901,no
Martes,Julio,19,Laboral,5814,no
Miércoles,Julio,19,Laboral,7973,no
Jueves,Julio,19,Laboral,7793,no
Viernes,Julio,19,Laboral,8037,no
Sábado,Julio,19,Víspera,6616,no
Domingo,Julio,19,Festivo,5989,no
Lunes,Julio,20,Laboral,3935,no
Martes,Julio,20,Laboral,6298,no
Miércoles,Julio,20,Laboral,7043,no
Jueves,Julio,20,Laboral,7502,no
Viernes,Julio,20,Laboral,6751,no
Sábado,Julio,20,Víspera,5060,no
Domingo,Julio,20,Festivo,4407,no
Lunes,Julio,21,Laboral,5047,no
Martes,Julio,21,Laboral,5802,no
Miércoles,Julio,21,Laboral,6294,no
Jueves,Julio,21,Laboral,6607,no
Viernes,Julio,21,Laboral,3888,no
Sábado,Julio,21,Víspera,5595,no
Domingo,Julio,21,Festivo,6790,no
Lunes,Julio,22,Laboral,6131,no
Martes,Julio,22,Laboral,4789,no
Miércoles,Julio,22,Laboral,4956,no
Jueves,Julio,22,Laboral,5098,no
Viernes,Julio,22,Laboral,4538,no
Sábado,Julio,22,Víspera,5252,no
Domingo,Julio,22,Festivo,6148,no
Lunes,Julio,23,Laboral,4219,no
Martes,Julio,23,Laboral,3212,no
Miércoles,Julio,23,Laboral,3200,no
Jueves,Julio,23,Laboral,3206,no
Viernes,Julio,23,Laboral,3407,no
Sábado,Julio,23,Víspera,3662,no
Domingo,Julio,23,Festivo,4345,no
Lunes,Julio,24,Laboral,2721,no
Martes,Julio,24,Laboral,1858,no
Miércoles,Julio,24,Laboral,1641,no
Jueves,Julio,24,Laboral,1673,no
Viernes,Julio,24,Laboral,1926,no
Sábado,Julio,24,Víspera,1934,no
Domingo,Julio,24,Festivo,2592,no
Lunes,Julio,1,Laboral,1947,no
Martes,Julio,1,Laboral,2573,no
Miércoles,Julio,1,Laboral,1005,no
Jueves,Julio,1,Laboral,864,no
Viernes,Julio,1,Laboral,941,no
Sábado,Julio,1,Víspera,938,no
Domingo,Julio,1,Festivo,1273,no
Lunes,Julio,2,Laboral,1189,no
Martes,Julio,2,Laboral,1537,no
Miércoles,Julio,2,Laboral,489,no
Jueves,Julio,2,Laboral,491,no
Viernes,Julio,2,Laboral,480,no
Sábado,Julio,2,Víspera,494,no
Domingo,Julio,2,Festivo,655,no
Lunes,Julio,3,Laboral,788,no
Martes,Julio,3,Laboral,958,no
Miércoles,Julio,3,Laboral,278,no
Jueves,Julio,3,Laboral,259,no
Viernes,Julio,3,Laboral,268,no
Sábado,Julio,3,Víspera,282,no
Domingo,Julio,3,Festivo,358,no
Lunes,Julio,4,Laboral,538,no
Martes,Julio,4,Laboral,583,no
Miércoles,Julio,4,Laboral,248,no
Jueves,Julio,4,Laboral,276,no
Viernes,Julio,4,Laboral,203,no
Sábado,Julio,4,Víspera,225,no
Domingo,Julio,4,Festivo,323,no
Lunes,Julio,5,Laboral,468,no
Martes,Julio,5,Laboral,557,no
Miércoles,Julio,5,Laboral,379,no
Jueves,Julio,5,Laboral,395,no
Viernes,Julio,5,Laboral,391,no
Sábado,Julio,5,Víspera,385,no
Domingo,Julio,5,Festivo,423,no
Lunes,Julio,6,Laboral,1001,no
Martes,Julio,6,Laboral,758,no
Miércoles,Julio,6,Laboral,1318,no
Jueves,Julio,6,Laboral,1321,no
Viernes,Julio,6,Laboral,1370,no
Sábado,Julio,6,Víspera,1291,no
Domingo,Julio,6,Festivo,1417,no
Lunes,Julio,7,Laboral,1265,no
Martes,Julio,7,Laboral,940,no
Miércoles,Julio,7,Laboral,4226,no
Jueves,Julio,7,Laboral,4150,no
Viernes,Julio,7,Laboral,4141,no
Sábado,Julio,7,Víspera,4077,no
Domingo,Julio,7,Festivo,4126,no
Lunes,Julio,8,Laboral,1990,no
Martes,Julio,8,Laboral,1278,no
Miércoles,Julio,8,Laboral,7969,no
Jueves,Julio,8,Laboral,7825,no
Viernes,Julio,8,Laboral,7692,no
Sábado,Julio,8,Víspera,7999,no
Domingo,Julio,8,Festivo,7712,no
Lunes,Julio,9,Laboral,2781,no
Martes,Julio,9,Laboral,1719,no
Miércoles,Julio,9,Laboral,7375,no
Jueves,Julio,9,Laboral,7713,no
Viernes,Julio,9,Laboral,7959,no
Sábado,Julio,9,Víspera,7330,no
Domingo,Julio,9,Festivo,7516,no
Lunes,Julio,10,Laboral,3879,no
Martes,Julio,10,Laboral,2690,no
Miércoles,Julio,10,Laboral,7074,no
Jueves,Julio,10,Laboral,7414,no
Viernes,Julio,10,Laboral,6698,no
Sábado,Julio,10,Víspera,7348,no
Domingo,Julio,10,Festivo,6518,no
Lunes,Julio,11,Laboral,5049,no
Martes,Julio,11,Laboral,3978,no
Miércoles,Julio,11,Laboral,6350,no
Jueves,Julio,11,Laboral,7228,no
Viernes,Julio,11,Laboral,5680,no
Sábado,Julio,11,Víspera,7340,no
Domingo,Julio,11,Festivo,7372,no
Lunes,Julio,12,Laboral,6268,no
Martes,Julio,12,Laboral,5025,no
Miércoles,Julio,12,Laboral,7040,no
Jueves,Julio,12,Laboral,7385,no
Viernes,Julio,12,Laboral,6508,no
Sábado,Julio,12,Víspera,7426,no
Domingo,Julio,12,Festivo,7855,no
Lunes,Julio,13,Laboral,6688,no
Martes,Julio,13,Laboral,5593,no
Miércoles,Julio,13,Laboral,7350,no
Jueves,Julio,13,Laboral,7511,no
Viernes,Julio,13,Laboral,6922,no
Sábado,Julio,13,Víspera,7838,no
Domingo,Julio,13,Festivo,6318,no
Lunes,Julio,14,Laboral,6952,no
Martes,Julio,14,Laboral,5726,no
Miércoles,Julio,14,Laboral,8196,no
Jueves,Julio,14,Laboral,8452,no
Viernes,Julio,14,Laboral,7877,no
Sábado,Julio,14,Víspera,8435,no
Domingo,Julio,14,Festivo,432,no
Lunes,Julio,15,Laboral,6111,no
Martes,Julio,15,Laboral,4715,no
Miércoles,Julio,15,Laboral,8272,no
Jueves,Julio,15,Laboral,8591,no
Viernes,Julio,15,Laboral,7694,no
Sábado,Julio,15,Víspera,9325,no
Domingo,Julio,15,Festivo,9689,no
Lunes,Julio,16,Laboral,4743,no
Martes,Julio,16,Laboral,3880,no
Miércoles,Julio,16,Laboral,7821,no
Jueves,Julio,16,Laboral,7953,no
Viernes,Julio,16,Laboral,8025,no
Sábado,Julio,16,Víspera,8437,no
Domingo,Julio,16,Festivo,8827,no
Lunes,Julio,17,Laboral,5370,no
Martes,Julio,17,Laboral,4171,no
Miércoles,Julio,17,Laboral,7818,no
Jueves,Julio,17,Laboral,7798,no
Viernes,Julio,17,Laboral,8107,no
Sábado,Julio,17,Víspera,8390,no
Domingo,Julio,17,Festivo,5670,no
Lunes,Julio,18,Laboral,5492,no
Martes,Julio,18,Laboral,4997,no
Miércoles,Julio,18,Laboral,7400,no
Jueves,Julio,18,Laboral,7626,no
Viernes,Julio,18,Laboral,8101,no
Sábado,Julio,18,Víspera,8373,no
Domingo,Julio,18,Festivo,6636,no
Lunes,Julio,19,Laboral,5616,no
Martes,Julio,19,Laboral,5545,no
Miércoles,Julio,19,Laboral,7302,no
Jueves,Julio,19,Laboral,7143,no
Viernes,Julio,19,Laboral,7942,no
Sábado,Julio,19,Víspera,8241,no
Domingo,Julio,19,Festivo,8021,no
Lunes,Julio,20,Laboral,6691,no
Martes,Julio,20,Laboral,5694,no
Miércoles,Julio,20,Laboral,6681,no
Jueves,Julio,20,Laboral,5917,no
Viernes,Julio,20,Laboral,6870,no
Sábado,Julio,20,Víspera,7496,no
Domingo,Julio,20,Festivo,7935,no
Lunes,Julio,21,Laboral,6645,no
Martes,Julio,21,Laboral,5834,no
Miércoles,Julio,21,Laboral,6258,no
Jueves,Julio,21,Laboral,6227,no
Viernes,Julio,21,Laboral,5316,no
Sábado,Julio,21,Víspera,6685,no
Domingo,Julio,21,Festivo,7157,no
Lunes,Julio,22,Laboral,5334,no
Martes,Julio,22,Laboral,4775,no
Miércoles,Julio,22,Laboral,4928,no
Jueves,Julio,22,Laboral,5300,no
Viernes,Julio,22,Laboral,4906,no
Sábado,Julio,22,Víspera,5395,no
Domingo,Julio,22,Festivo,3746,no
Lunes,Julio,23,Laboral,3825,no
Martes,Julio,23,Laboral,3412,no
Miércoles,Julio,23,Laboral,3076,no
Jueves,Julio,23,Laboral,3339,no
Viernes,Julio,23,Laboral,3365,no
Sábado,Julio,23,Víspera,3514,no
Domingo,Julio,23,Festivo,3620,no
Lunes,Julio,24,Laboral,3329,no
Martes,Julio,24,Laboral,1992,no
Miércoles,Julio,24,Laboral,1621,no
Jueves,Julio,24,Laboral,1748,no
Viernes,Julio,24,Laboral,1860,no
Sábado,Julio,24,Víspera,2071,no
Domingo,Julio,24,Festivo,2048,no
Lunes,Agosto,1,Laboral,1815,no
Martes,Agosto,1,Laboral,749,no
Miércoles,Agosto,1,Laboral,876,no
Jueves,Agosto,1,Laboral,948,no
Viernes,Agosto,1,Laboral,1074,no
Sábado,Agosto,1,Víspera,2426,no
Domingo,Agosto,1,Festivo,1878,no
Lunes,Agosto,2,Laboral,1163,no
Martes,Agosto,2,Laboral,454,no
Miércoles,Agosto,2,Laboral,533,no
Jueves,Agosto,2,Laboral,525,no
Viernes,Agosto,2,Laboral,619,no
Sábado,Agosto,2,Víspera,1267,no
Domingo,Agosto,2,Festivo,1270,no
Lunes,Agosto,3,Laboral,705,no
Martes,Agosto,3,Laboral,305,no
Miércoles,Agosto,3,Laboral,307,no
Jueves,Agosto,3,Laboral,304,no
Viernes,Agosto,3,Laboral,344,no
Sábado,Agosto,3,Víspera,819,no
Domingo,Agosto,3,Festivo,899,no
Lunes,Agosto,4,Laboral,513,no
Martes,Agosto,4,Laboral,282,no
Miércoles,Agosto,4,Laboral,248,no
Jueves,Agosto,4,Laboral,258,no
Viernes,Agosto,4,Laboral,298,no
Sábado,Agosto,4,Víspera,509,no
Domingo,Agosto,4,Festivo,653,no
Lunes,Agosto,5,Laboral,465,no
Martes,Agosto,5,Laboral,393,no
Miércoles,Agosto,5,Laboral,395,no
Jueves,Agosto,5,Laboral,452,no
Viernes,Agosto,5,Laboral,445,no
Sábado,Agosto,5,Víspera,472,no
Domingo,Agosto,5,Festivo,552,no
Lunes,Agosto,6,Laboral,916,no
Martes,Agosto,6,Laboral,1324,no
Miércoles,Agosto,6,Laboral,1359,no
Jueves,Agosto,6,Laboral,1320,no
Viernes,Agosto,6,Laboral,1276,no
Sábado,Agosto,6,Víspera,834,no
Domingo,Agosto,6,Festivo,816,no
Lunes,Agosto,7,Laboral,1423,no
Martes,Agosto,7,Laboral,3879,no
Miércoles,Agosto,7,Laboral,3821,no
Jueves,Agosto,7,Laboral,3732,no
Viernes,Agosto,7,Laboral,3713,no
Sábado,Agosto,7,Víspera,1203,no
Domingo,Agosto,7,Festivo,916,no
Lunes,Agosto,8,Laboral,2314,no
Martes,Agosto,8,Laboral,6798,no
Miércoles,Agosto,8,Laboral,6633,no
Jueves,Agosto,8,Laboral,6097,no
Viernes,Agosto,8,Laboral,6939,no
Sábado,Agosto,8,Víspera,1895,no
Domingo,Agosto,8,Festivo,1136,no
Lunes,Agosto,9,Laboral,3411,no
Martes,Agosto,9,Laboral,5239,no
Miércoles,Agosto,9,Laboral,5138,no
Jueves,Agosto,9,Laboral,4005,no
Viernes,Agosto,9,Laboral,6168,no
Sábado,Agosto,9,Víspera,2737,no
Domingo,Agosto,9,Festivo,1522,no
Lunes,Agosto,10,Laboral,4486,no
Martes,Agosto,10,Laboral,5266,no
Miércoles,Agosto,10,Laboral,5189,no
Jueves,Agosto,10,Laboral,4931,no
Viernes,Agosto,10,Laboral,6044,no
Sábado,Agosto,10,Víspera,3858,no
Domingo,Agosto,10,Festivo,2170,no
Lunes,Agosto,11,Laboral,5312,no
Martes,Agosto,11,Laboral,5735,no
Miércoles,Agosto,11,Laboral,5422,no
